"gene"	"V11"	"V2.x"	"transcript"	"uniprot_accession"
"LOC134708334"	6.67e-101	"sp|Q9QY36|NAA10_MOUSE"	"lcl|NC_086373.1_cds_XP_063424856.1_2481"	"Q9QY36"
"LOC134726176"	8.22e-109	"sp|Q29611|CLN3_CANLF"	"lcl|NC_086373.1_cds_XP_063446650.1_2482"	"Q29611"
"LOC134726209"	2.38e-91	"sp|Q5S1U6|IFRD1_PIG"	"lcl|NC_086373.1_cds_XP_063446682.1_2485"	"Q5S1U6"
"LOC134726224"	3.03e-42	"sp|O70511|ANK3_RAT"	"lcl|NC_086373.1_cds_XP_063446705.1_2487"	"O70511"
"LOC134722794"	1.61e-70	"sp|Q2IBC0|MET_RHIFE"	"lcl|NC_086373.1_cds_XP_063442523.1_2489"	"Q2IBC0"
"LOC134726240"	5.1e-137	"sp|Q07E01|MET_ORNAN"	"lcl|NC_086373.1_cds_XP_063446714.1_2490"	"Q07E01"
"LOC134726249"	1.25e-138	"sp|A1X150|MET_ECHTE"	"lcl|NC_086373.1_cds_XP_063446723.1_2491"	"A1X150"
"LOC134726260"	4.04e-140	"sp|A1X150|MET_ECHTE"	"lcl|NC_086373.1_cds_XP_063446734.1_2492"	"A1X150"
"LOC134726286"	2.17e-33	"sp|O16116|GST3_CAEEL"	"lcl|NC_086373.1_cds_XP_063446759.1_2495"	"O16116"
"LOC134726395"	1.1e-122	"sp|P10076|ZFP26_MOUSE"	"lcl|NC_086373.1_cds_XP_063446866.1_2520"	"P10076"
"LOC134723388"	3.31e-40	"sp|Q61116|ZN235_MOUSE"	"lcl|NC_086373.1_cds_XP_063443109.1_2523"	"Q61116"
"LOC134723494"	1.28e-68	"sp|Q9NYT6|ZN226_HUMAN"	"lcl|NC_086373.1_cds_XP_063443188.1_2524"	"Q9NYT6"
"LOC134708402"	1.18e-29	"sp|Q98943|CASP2_CHICK"	"lcl|NC_086373.1_cds_XP_063424973.1_2527"	"Q98943"
"LOC134708410"	8.16e-21	"sp|F1NV61|CASP7_CHICK"	"lcl|NC_086373.1_cds_XP_063424986.1_2529"	"F1NV61"
"LOC134723611"	4.77e-104	"sp|B2RXS4|PLXB2_MOUSE"	"lcl|NC_086373.1_cds_XP_063443277.1_2530"	"B2RXS4"
"LOC134726414"	1.41e-87	"sp|O75051|PLXA2_HUMAN"	"lcl|NC_086373.1_cds_XP_063446890.1_2531"	"O75051"
"LOC134723717"	7.52e-104	"sp|Q8CJH3|PLXB1_MOUSE"	"lcl|NC_086373.1_cds_XP_063443369.1_2532"	"Q8CJH3"
"LOC134726425"	8.05e-86	"sp|Q8CJH3|PLXB1_MOUSE"	"lcl|NC_086373.1_cds_XP_063446901.1_2533"	"Q8CJH3"
"LOC134723820"	1.39e-89	"sp|Q8CJH3|PLXB1_MOUSE"	"lcl|NC_086373.1_cds_XP_063443465.1_2534"	"Q8CJH3"
"LOC134726436"	1.11e-129	"sp|P70207|PLXA2_MOUSE"	"lcl|NC_086373.1_cds_XP_063446955.1_2535"	"P70207"
"LOC134726487"	2.01e-42	"sp|Q12789|TF3C1_HUMAN"	"lcl|NC_086373.1_cds_XP_063446965.1_2543"	"Q12789"
"LOC134726497"	4.05e-22	"sp|A6BM06|ACCO1_DICMU"	"lcl|NC_086373.1_cds_XP_063446975.1_2544"	"A6BM06"
"LOC134726506"	2.44e-38	"sp|P38621|ZN12_MICSA"	"lcl|NC_086373.1_cds_XP_063446985.1_2546"	"P38621"
"LOC134726516"	0	"sp|Q8BTZ7|GMPPB_MOUSE"	"lcl|NC_086373.1_cds_XP_063446994.1_2547"	"Q8BTZ7"
"LOC134708429"	7.29e-30	"sp|Q00PJ9|CAV1_ATEAB"	"lcl|NC_086373.1_cds_XP_063425020.1_2548"	"Q00PJ9"
"LOC134708436"	4.92e-30	"sp|P35431|CAV1_CHICK"	"lcl|NC_086373.1_cds_XP_063425032.1_2549"	"P35431"
"LOC134708445"	7.12e-26	"sp|Q2IBC1|CAV1_RHIFE"	"lcl|NC_086373.1_cds_XP_063425043.1_2550"	"Q2IBC1"
"LOC134708454"	1.21e-28	"sp|Q07E49|CAV1_DASNO"	"lcl|NC_086373.1_cds_XP_063425055.1_2551"	"Q07E49"
"LOC134726536"	9.54e-28	"sp|Q07E49|CAV1_DASNO"	"lcl|NC_086373.1_cds_XP_063447014.1_2552"	"Q07E49"
"LOC134726525"	7.82e-29	"sp|A0M8R6|CAV1_PAPAN"	"lcl|NC_086373.1_cds_XP_063447004.1_2553"	"A0M8R6"
"LOC134726546"	2.87e-144	"sp|Q9LDU6|ST7R_ARATH"	"lcl|NC_086373.1_cds_XP_063447024.1_2554"	"Q9LDU6"
"LOC134726697"	2.02e-85	"sp|Q9VR50|S35E1_DROME"	"lcl|NC_086373.1_cds_XP_063447185.1_2558"	"Q9VR50"
"LOC134726684"	7.04e-107	"sp|Q8R507|FKTN_MOUSE"	"lcl|NC_086373.1_cds_XP_063447172.1_2559"	"Q8R507"
"LOC134726571"	6.35e-81	"sp|Q2T9T9|FBXW9_BOVIN"	"lcl|NC_086373.1_cds_XP_063447051.1_2562"	"Q2T9T9"
"LOC134726601"	8.08e-83	"sp|Q5T013|HYI_HUMAN"	"lcl|NC_086373.1_cds_XP_063447085.1_2567"	"Q5T013"
"LOC134726612"	2.73e-71	"sp|P97544|PLPP3_RAT"	"lcl|NC_086373.1_cds_XP_063447096.1_2568"	"P97544"
"LOC134726636"	4.86e-30	"sp|Q3KQ35|S17AA_XENLA"	"lcl|NC_086373.1_cds_XP_063447119.1_2570"	"Q3KQ35"
"LOC134726646"	1.49e-41	"sp|P98081|DAB_DROME"	"lcl|NC_086373.1_cds_XP_063447149.1_2572"	"P98081"
"LOC134726708"	2.5e-22	"sp|Q63170|DYH7_RAT"	"lcl|NC_086373.1_cds_XP_063447196.1_2581"	"Q63170"
"LOC134724652"	3.58e-37	"sp|Q9UUA2|PIF1_SCHPO"	"lcl|NC_086373.1_cds_XP_063443915.1_2587"	"Q9UUA2"
"LOC134724799"	5.57e-26	"sp|Q96DM1|PGBD4_HUMAN"	"lcl|NC_086373.1_cds_XP_063444166.1_2594"	"Q96DM1"
"LOC134726816"	2.52e-146	"sp|P56652|ITIH3_BOVIN"	"lcl|NC_086373.1_cds_XP_063447298.1_2597"	"P56652"
"LOC134726828"	3.36e-58	"sp|Q9D1A0|PXL2C_MOUSE"	"lcl|NC_086373.1_cds_XP_063447307.1_2598"	"Q9D1A0"
"LOC134726839"	0	"sp|Q6PAY8|HSDL2_XENLA"	"lcl|NC_086373.1_cds_XP_063447315.1_2599"	"Q6PAY8"
"LOC134726852"	3.02e-144	"sp|O62742|SCP2_RABIT"	"lcl|NC_086373.1_cds_XP_063447324.1_2600"	"O62742"
"LOC134726862"	1.14e-32	"sp|Q0V9J0|TMM69_XENTR"	"lcl|NC_086373.1_cds_XP_063447336.1_2601"	"Q0V9J0"
"LOC134724867"	1.62e-69	"sp|Q09575|YRD6_CAEEL"	"lcl|NC_086373.1_cds_XP_063444287.1_2604"	"Q09575"
"LOC134726884"	3.7e-24	"sp|Q91VL8|TE2IP_MOUSE"	"lcl|NC_086373.1_cds_XP_063447360.1_2605"	"Q91VL8"
"LOC134726964"	2.27e-42	"sp|O34355|YTCJ_BACSU"	"lcl|NC_086373.1_cds_XP_063447436.1_2615"	"O34355"
"LOC134726975"	8.42e-91	"sp|P48547|KCNC1_HUMAN"	"lcl|NC_086373.1_cds_XP_063447444.1_2616"	"P48547"
"LOC134727011"	3.52e-23	"sp|P80249|MT14_MYTED"	"lcl|NC_086373.1_cds_XP_063447471.1_2621"	"P80249"
"LOC134708498"	2.05e-28	"sp|P80252|MT22_MYTED"	"lcl|NC_086373.1_cds_XP_063425162.1_2622"	"P80252"
"LOC134727021"	4.86e-46	"sp|P71359|RECQ_HAEIN"	"lcl|NC_086373.1_cds_XP_063447480.1_2625"	"P71359"
"LOC134708509"	5.38e-29	"sp|P80252|MT22_MYTED"	"lcl|NC_086373.1_cds_XP_063425190.1_2626"	"P80252"
"LOC134727030"	5.13e-24	"sp|P80252|MT22_MYTED"	"lcl|NC_086373.1_cds_XP_063447491.1_2628"	"P80252"
"LOC134727059"	3.03e-27	"sp|P19984|PROF2_ACACA"	"lcl|NC_086373.1_cds_XP_063447526.1_2633"	"P19984"
"LOC134727084"	6.69e-52	"sp|Q8JHV9|BIR7A_XENLA"	"lcl|NC_086373.1_cds_XP_063447546.1_2637"	"Q8JHV9"
"LOC134727095"	3.15e-49	"sp|Q8JHV9|BIR7A_XENLA"	"lcl|NC_086373.1_cds_XP_063447554.1_2639"	"Q8JHV9"
"LOC134725344"	2.53e-44	"sp|Q8JHV9|BIR7A_XENLA"	"lcl|NC_086373.1_cds_XP_063445190.1_2640"	"Q8JHV9"
"LOC134725406"	2.75e-50	"sp|Q8JHV9|BIR7A_XENLA"	"lcl|NC_086373.1_cds_XP_063445316.1_2641"	"Q8JHV9"
"LOC134725484"	4.31e-30	"sp|Q96CA5|BIRC7_HUMAN"	"lcl|NC_086373.1_cds_XP_063445445.1_2642"	"Q96CA5"
"LOC134725548"	2.07e-43	"sp|A9JTP3|BIRC7_XENTR"	"lcl|NC_086373.1_cds_XP_063445573.1_2643"	"A9JTP3"
"LOC134708528"	2.97e-29	"sp|Q67UK9|DHAR2_ORYSJ"	"lcl|NC_086373.1_cds_XP_063425222.1_2644"	"Q67UK9"
"LOC134725691"	1.86e-40	"sp|Q9QY40|PLXB3_MOUSE"	"lcl|NC_086373.1_cds_XP_063445822.1_2646"	"Q9QY40"
"LOC134727114"	5.1e-27	"sp|Q64487|PTPRD_MOUSE"	"lcl|NC_086373.1_cds_XP_063447570.1_2652"	"Q64487"
"LOC134725939"	1.02e-64	"sp|O14522|PTPRT_HUMAN"	"lcl|NC_086373.1_cds_XP_063446352.1_2653"	"O14522"
"LOC134727103"	5.17e-93	"sp|P23469|PTPRE_HUMAN"	"lcl|NC_086373.1_cds_XP_063447561.1_2654"	"P23469"
"LOC134726010"	6.56e-25	"sp|A6BM72|MEG11_HUMAN"	"lcl|NC_086373.1_cds_XP_063446475.1_2655"	"A6BM72"
"LOC134726088"	4.23e-92	"sp|Q99M80|PTPRT_MOUSE"	"lcl|NC_086373.1_cds_XP_063446587.1_2656"	"Q99M80"
"LOC134726180"	4.06e-83	"sp|Q99M80|PTPRT_MOUSE"	"lcl|NC_086373.1_cds_XP_063446685.1_2658"	"Q99M80"
"LOC134727136"	7.43e-50	"sp|Q8JHV9|BIR7A_XENLA"	"lcl|NC_086373.1_cds_XP_063447591.1_2661"	"Q8JHV9"
"LOC134727195"	1.95e-158	"sp|Q08BB2|P2012_DANRE"	"lcl|NC_086373.1_cds_XP_063447654.1_2669"	"Q08BB2"
"LOC134727219"	2.07e-147	"sp|Q9UHD2|TBK1_HUMAN"	"lcl|NC_086373.1_cds_XP_063447672.1_2673"	"Q9UHD2"
"LOC134726745"	1.57e-23	"sp|O96006|ZBED1_HUMAN"	"lcl|NC_086373.1_cds_XP_063447261.1_2681"	"O96006"
"LOC134726851"	3.05e-32	"sp|Q95KD9|DIRA2_MACFA"	"lcl|NC_086373.1_cds_XP_063447358.1_2690"	"Q95KD9"
"LOC134726954"	1.09e-33	"sp|Q95KD9|DIRA2_MACFA"	"lcl|NC_086373.1_cds_XP_063447450.1_2691"	"Q95KD9"
"LOC134727341"	4e-35	"sp|P97677|DLL1_RAT"	"lcl|NC_086373.1_cds_XP_063447791.1_2697"	"P97677"
"LOC134727351"	7.12e-59	"sp|C6KFA3|AGRG6_DANRE"	"lcl|NC_086373.1_cds_XP_063447801.1_2698"	"C6KFA3"
"LOC134708640"	1.3e-84	"sp|O35678|MGLL_MOUSE"	"lcl|NC_086373.1_cds_XP_063425360.1_2699"	"O35678"
"LOC134727360"	2.1e-176	"sp|Q3MHX5|SUCB2_BOVIN"	"lcl|NC_086373.1_cds_XP_063447808.1_2701"	"Q3MHX5"
"LOC134727370"	1.43e-137	"sp|Q66HG1|DMTF1_RAT"	"lcl|NC_086373.1_cds_XP_063447819.1_2702"	"Q66HG1"
"LOC134727421"	2.5e-36	"sp|Q9BU79|TM243_HUMAN"	"lcl|NC_086373.1_cds_XP_063447876.1_2708"	"Q9BU79"
"LOC134727412"	3.2e-89	"sp|B2RXA1|PLCX2_MOUSE"	"lcl|NC_086373.1_cds_XP_063447867.1_2709"	"B2RXA1"
"LOC134727670"	1.8e-101	"sp|Q95ZJ1|GALT5_CAEEL"	"lcl|NC_086373.1_cds_XP_063448156.1_2716"	"Q95ZJ1"
"LOC134727461"	0	"sp|O55044|G6PD_CRIGR"	"lcl|NC_086373.1_cds_XP_063447923.1_2717"	"O55044"
"LOC134727479"	0	"sp|Q8WUA7|TB22A_HUMAN"	"lcl|NC_086373.1_cds_XP_063447940.1_2719"	"Q8WUA7"
"LOC134727479"	0	"sp|Q95LL3|TB22B_MACFA"	"lcl|NC_086373.1_cds_XP_063447933.1_2720"	"Q95LL3"
"LOC134727494"	0	"sp|P30682|GNAI_LYMST"	"lcl|NC_086373.1_cds_XP_063447947.1_2721"	"P30682"
"LOC134727520"	0	"sp|Q14831|GRM7_HUMAN"	"lcl|NC_086373.1_cds_XP_063447974.1_2723"	"Q14831"
"LOC134727531"	0	"sp|P91685|GRM_DROME"	"lcl|NC_086373.1_cds_XP_063447984.1_2724"	"P91685"
"LOC134727584"	1.1e-22	"sp|P00766|CTRA_BOVIN"	"lcl|NC_086373.1_cds_XP_063448037.1_2730"	"P00766"
"LOC134727594"	0	"sp|P15056|BRAF_HUMAN"	"lcl|NC_086373.1_cds_XP_063448047.1_2732"	"P15056"
"LOC134727594"	0	"sp|Q04982|BRAF_CHICK"	"lcl|NC_086373.1_cds_XP_063448055.1_2733"	"Q04982"
"LOC134727618"	6.53e-104	"sp|Q63340|DUS7_RAT"	"lcl|NC_086373.1_cds_XP_063448073.1_2739"	"Q63340"
"LOC134727640"	4.82e-28	"sp|P17671|E75BC_DROME"	"lcl|NC_086373.1_cds_XP_063448093.1_2741"	"P17671"
"LOC134727655"	2.25e-33	"sp|P16157|ANK1_HUMAN"	"lcl|NC_086373.1_cds_XP_063448110.1_2743"	"P16157"
"LOC134708698"	5.83e-30	"sp|Q3U095|NXPE2_MOUSE"	"lcl|NC_086373.1_cds_XP_063425382.1_2744"	"Q3U095"
"LOC134708715"	1.94e-24	"sp|Q8N323|NXPE1_HUMAN"	"lcl|NC_086373.1_cds_XP_063425383.1_2745"	"Q8N323"
"LOC134728201"	4.51e-28	"sp|A2VDP6|NXPE3_BOVIN"	"lcl|NC_086373.1_cds_XP_063448824.1_2746"	"A2VDP6"
"LOC134708731"	2.16e-25	"sp|Q6UWF7|NXPE4_HUMAN"	"lcl|NC_086373.1_cds_XP_063425384.1_2747"	"Q6UWF7"
"LOC134727665"	6.73e-30	"sp|Q6UWF7|NXPE4_HUMAN"	"lcl|NC_086373.1_cds_XP_063448119.1_2749"	"Q6UWF7"
"LOC134708747"	2.7e-55	"sp|O35490|BHMT1_MOUSE"	"lcl|NC_086373.1_cds_XP_063425385.1_2753"	"O35490"
"LOC134708799"	1.64e-37	"sp|Q5PR73|DIRA2_MOUSE"	"lcl|NC_086373.1_cds_XP_063425390.1_2759"	"Q5PR73"
"LOC134727718"	4.65e-153	"sp|Q06442|WNT5A_AMBME"	"lcl|NC_086373.1_cds_XP_063448175.1_2761"	"Q06442"
"LOC134727745"	0	"sp|Q8BID8|FXL14_MOUSE"	"lcl|NC_086373.1_cds_XP_063448204.1_2765"	"Q8BID8"
"LOC134727755"	0	"sp|Q9UBN7|HDAC6_HUMAN"	"lcl|NC_086373.1_cds_XP_063448215.1_2766"	"Q9UBN7"
"LOC134727778"	0	"sp|Q9BXT6|M10L1_HUMAN"	"lcl|NC_086373.1_cds_XP_063448239.1_2769"	"Q9BXT6"
"LOC134727787"	5.43e-24	"sp|O61366|GPRS_DROME"	"lcl|NC_086373.1_cds_XP_063448247.1_2771"	"O61366"
"LOC134727797"	0	"sp|O76924|ARI2_DROME"	"lcl|NC_086373.1_cds_XP_063448259.1_2772"	"O76924"
"LOC134727826"	3.16e-139	"sp|Q96M96|FGD4_HUMAN"	"lcl|NC_086373.1_cds_XP_063448296.1_2775"	"Q96M96"
"LOC134727868"	8.27e-83	"sp|B0BNC9|QORL2_RAT"	"lcl|NC_086373.1_cds_XP_063448335.1_2781"	"B0BNC9"
"LOC134727893"	3.51e-172	"sp|Q8BFR5|EFTU_MOUSE"	"lcl|NC_086373.1_cds_XP_063448363.1_2784"	"Q8BFR5"
"LOC134708908"	2.59e-109	"sp|Q9NRA2|S17A5_HUMAN"	"lcl|NC_086373.1_cds_XP_063425397.1_2786"	"Q9NRA2"
"LOC134708881"	2.45e-34	"sp|Q9P2U7|VGLU1_HUMAN"	"lcl|NC_086373.1_cds_XP_063425393.1_2787"	"Q9P2U7"
"LOC134680594"	1.06e-47	"sp|D3KCC4|CRNS1_CHICK"	"lcl|NC_086373.1_cds_XP_063395806.1_2790"	"D3KCC4"
"LOC134727912"	1.03e-90	"sp|Q8BLJ3|PLCX3_MOUSE"	"lcl|NC_086373.1_cds_XP_063448380.1_2791"	"Q8BLJ3"
"LOC134727912"	7.28e-70	"sp|B2RXA1|PLCX2_MOUSE"	"lcl|NC_086373.1_cds_XP_063448393.1_2793"	"B2RXA1"
"LOC134727934"	2.33e-140	"sp|Q0VG85|CC162_MOUSE"	"lcl|NC_086373.1_cds_XP_063448419.1_2795"	"Q0VG85"
"LOC134708976"	8.46e-32	"sp|Q29043|FUT1_PIG"	"lcl|NC_086373.1_cds_XP_063425400.1_2801"	"Q29043"
"LOC134680741"	8.97e-62	"sp|Q8JIS3|DER_CHICK"	"lcl|NC_086373.1_cds_XP_063396061.1_2803"	"Q8JIS3"
"LOC134727965"	4.23e-42	"sp|A5YM72|CRNS1_HUMAN"	"lcl|NC_086373.1_cds_XP_063448436.1_2804"	"A5YM72"
"LOC134680823"	2.26e-49	"sp|Q6ZPS2|CRNS1_MOUSE"	"lcl|NC_086373.1_cds_XP_063396175.1_2805"	"Q6ZPS2"
"LOC134727976"	2.04e-106	"sp|Q8VEK6|ING3_MOUSE"	"lcl|NC_086373.1_cds_XP_063448455.1_2806"	"Q8VEK6"
"LOC134727993"	5.12e-156	"sp|P48728|GCST_HUMAN"	"lcl|NC_086373.1_cds_XP_063448466.1_2808"	"P48728"
"LOC134728010"	9.68e-135	"sp|Q9NP80|PLPL8_HUMAN"	"lcl|NC_086373.1_cds_XP_063448483.1_2810"	"Q9NP80"
"LOC134681044"	6.72e-27	"sp|P13608|PGCA_BOVIN"	"lcl|NC_086373.1_cds_XP_063396541.1_2816"	"P13608"
"LOC134728051"	0	"sp|Q91YE6|IPO9_MOUSE"	"lcl|NC_086373.1_cds_XP_063448523.1_2818"	"Q91YE6"
"LOC134681118"	9e-62	"tr|I1X3T9|I1X3T9_MYTCO"	"lcl|NC_086373.1_cds_XP_063396664.1_2819"	"I1X3T9"
"LOC134728085"	2.1e-43	"sp|Q6PDJ1|CAHD1_MOUSE"	"lcl|NC_086373.1_cds_XP_063448559.1_2825"	"Q6PDJ1"
"LOC134728091"	0	"sp|Q99PV3|MKLN1_RAT"	"lcl|NC_086373.1_cds_XP_063448580.1_2826"	"Q99PV3"
"LOC134728100"	0	"sp|P23786|CPT2_HUMAN"	"lcl|NC_086373.1_cds_XP_063448593.1_2828"	"P23786"
"LOC134728106"	8.85e-111	"sp|Q5F3W5|SUV92_CHICK"	"lcl|NC_086373.1_cds_XP_063448608.1_2829"	"Q5F3W5"
"LOC134728121"	7.11e-117	"sp|Q9UHC7|MKRN1_HUMAN"	"lcl|NC_086373.1_cds_XP_063448630.1_2831"	"Q9UHC7"
"LOC134728130"	0	"sp|Q86XH1|DRC11_HUMAN"	"lcl|NC_086373.1_cds_XP_063448642.1_2834"	"Q86XH1"
"LOC134728138"	1.09e-42	"sp|Q5R8H3|BAP31_PONAB"	"lcl|NC_086373.1_cds_XP_063448666.1_2835"	"Q5R8H3"
"LOC134681187"	1.89e-45	"sp|Q6PDJ1|CAHD1_MOUSE"	"lcl|NC_086373.1_cds_XP_063396793.1_2839"	"Q6PDJ1"
"LOC134681339"	4.72e-41	"sp|Q7T163|KDISB_DANRE"	"lcl|NC_086373.1_cds_XP_063397032.1_2844"	"Q7T163"
"LOC134681417"	3.63e-83	"sp|Q9UHN6|CEIP2_HUMAN"	"lcl|NC_086373.1_cds_XP_063397144.1_2846"	"Q9UHN6"
"LOC134728169"	0	"sp|Q8BV79|TRNK1_MOUSE"	"lcl|NC_086373.1_cds_XP_063448730.1_2848"	"Q8BV79"
"LOC134728203"	0	"sp|P26636|SYSC_CRIGR"	"lcl|NC_086373.1_cds_XP_063448789.1_2855"	"P26636"
"LOC134728212"	1.6e-51	"sp|Q5RCP3|LSM8_PONAB"	"lcl|NC_086373.1_cds_XP_063448801.1_2857"	"Q5RCP3"
"LOC134728218"	1.79e-42	"sp|Q5T653|RM02_HUMAN"	"lcl|NC_086373.1_cds_XP_063448825.1_2858"	"Q5T653"
"LOC134728218"	3.2e-106	"sp|Q1LZ75|ERCC1_BOVIN"	"lcl|NC_086373.1_cds_XP_063448815.1_2859"	"Q1LZ75"
"LOC134728228"	3.56e-163	"sp|Q6PDG8|MON1A_MOUSE"	"lcl|NC_086373.1_cds_XP_063448837.1_2860"	"Q6PDG8"
"LOC134728243"	1.88e-145	"sp|Q5FWI3|CEIP2_MOUSE"	"lcl|NC_086373.1_cds_XP_063448856.1_2861"	"Q5FWI3"
"LOC134709175"	2.92e-29	"sp|Q64458|CP2CT_MOUSE"	"lcl|NC_086373.1_cds_XP_063425427.1_2862"	"Q64458"
"LOC134728261"	5.62e-84	"sp|Q64458|CP2CT_MOUSE"	"lcl|NC_086373.1_cds_XP_063448879.1_2863"	"Q64458"
"LOC134728252"	0	"sp|P30531|SC6A1_HUMAN"	"lcl|NC_086373.1_cds_XP_063448867.1_2864"	"P30531"
"LOC134728280"	4.21e-121	"sp|Q08CD5|RXLT1_DANRE"	"lcl|NC_086373.1_cds_XP_063448902.1_2866"	"Q08CD5"
"LOC134728270"	1.37e-81	"sp|Q2T9W2|THUM3_BOVIN"	"lcl|NC_086373.1_cds_XP_063448891.1_2867"	"Q2T9W2"
"LOC134728317"	2.68e-109	"sp|Q3SZJ4|PTGR1_BOVIN"	"lcl|NC_086373.1_cds_XP_063448962.1_2868"	"Q3SZJ4"
"LOC134728293"	4.22e-115	"sp|P51612|XPC_MOUSE"	"lcl|NC_086373.1_cds_XP_063448923.1_2869"	"P51612"
"LOC134728327"	1.74e-77	"sp|Q13569|TDG_HUMAN"	"lcl|NC_086373.1_cds_XP_063448974.1_2873"	"Q13569"
"LOC134728348"	7.29e-58	"sp|Q96LD8|SENP8_HUMAN"	"lcl|NC_086373.1_cds_XP_063449007.1_2875"	"Q96LD8"
"LOC134728353"	5.31e-110	"sp|Q3SZJ4|PTGR1_BOVIN"	"lcl|NC_086373.1_cds_XP_063449021.1_2876"	"Q3SZJ4"
"LOC134680659"	1.05e-77	"sp|Q53H12|AGK_HUMAN"	"lcl|NC_086373.1_cds_XP_063395864.1_2887"	"Q53H12"
"LOC134680668"	1.35e-49	"sp|Q9EPW2|KLF15_MOUSE"	"lcl|NC_086373.1_cds_XP_063395876.1_2888"	"Q9EPW2"
"LOC134680677"	0	"sp|D3K0R6|AT2B4_BOVIN"	"lcl|NC_086373.1_cds_XP_063396006.1_2889"	"D3K0R6"
"LOC134680677"	0	"sp|Q98SH2|AT2B1_CHICK"	"lcl|NC_086373.1_cds_XP_063396014.1_2903"	"Q98SH2"
"LOC134681709"	7.65e-37	"sp|Q5PR73|DIRA2_MOUSE"	"lcl|NC_086373.1_cds_XP_063397447.1_2904"	"Q5PR73"
"LOC134681801"	2.99e-37	"sp|Q5PR73|DIRA2_MOUSE"	"lcl|NC_086373.1_cds_XP_063397545.1_2905"	"Q5PR73"
"LOC134681909"	1.46e-36	"sp|Q5PR73|DIRA2_MOUSE"	"lcl|NC_086373.1_cds_XP_063397644.1_2906"	"Q5PR73"
"LOC134682022"	3.9e-30	"sp|Q5PR73|DIRA2_MOUSE"	"lcl|NC_086373.1_cds_XP_063397728.1_2907"	"Q5PR73"
"LOC134680775"	2.19e-107	"sp|A4IFW2|PTPRF_DANRE"	"lcl|NC_086373.1_cds_XP_063396078.1_2911"	"A4IFW2"
"LOC134680742"	3.29e-89	"sp|P23469|PTPRE_HUMAN"	"lcl|NC_086373.1_cds_XP_063396021.1_2912"	"P23469"
"LOC134682748"	1.01e-91	"sp|Q99M80|PTPRT_MOUSE"	"lcl|NC_086373.1_cds_XP_063397867.1_2914"	"Q99M80"
"LOC134680760"	1.74e-91	"sp|A4IFW2|PTPRF_DANRE"	"lcl|NC_086373.1_cds_XP_063396056.1_2916"	"A4IFW2"
"LOC134680766"	3.05e-24	"sp|O75095|MEGF6_HUMAN"	"lcl|NC_086373.1_cds_XP_063396068.1_2917"	"O75095"
"LOC134680750"	2.66e-98	"sp|P23469|PTPRE_HUMAN"	"lcl|NC_086373.1_cds_XP_063396036.1_2919"	"P23469"
"LOC134680886"	7.34e-36	"sp|P49446|PTPRE_MOUSE"	"lcl|NC_086373.1_cds_XP_063396238.1_2934"	"P49446"
"LOC134683184"	5.91e-65	"sp|O14522|PTPRT_HUMAN"	"lcl|NC_086373.1_cds_XP_063398426.1_2935"	"O14522"
"LOC134680923"	4.66e-21	"sp|Q49LS8|XKR6_TETNG"	"lcl|NC_086373.1_cds_XP_063396305.1_2941"	"Q49LS8"
"LOC134680955"	2.42e-106	"sp|Q4V7R2|PIGB_XENLA"	"lcl|NC_086373.1_cds_XP_063396343.1_2946"	"Q4V7R2"
"LOC134680962"	0	"sp|Q8BJ64|CHDH_MOUSE"	"lcl|NC_086373.1_cds_XP_063396357.1_2948"	"Q8BJ64"
"LOC134680978"	1.05e-141	"sp|Q5BIM8|ERCC8_BOVIN"	"lcl|NC_086373.1_cds_XP_063396376.1_2950"	"Q5BIM8"
"LOC134709251"	1.91e-175	"sp|Q9JJT0|RCL1_MOUSE"	"lcl|NC_086373.1_cds_XP_063425493.1_2951"	"Q9JJT0"
"LOC134681014"	4.35e-60	"sp|A8WYE4|PAR1_CAEBR"	"lcl|NC_086373.1_cds_XP_063396452.1_2960"	"A8WYE4"
"LOC134681026"	7.93e-42	"sp|P40656|SOX14_DROME"	"lcl|NC_086373.1_cds_XP_063396474.1_2963"	"P40656"
"LOC134681067"	0	"sp|Q8AY73|XPO2_ORENI"	"lcl|NC_086373.1_cds_XP_063396547.1_2970"	"Q8AY73"
"LOC134681076"	2.45e-28	"sp|Q7KQL8|THIO1_PLAF7"	"lcl|NC_086373.1_cds_XP_063396560.1_2972"	"Q7KQL8"
"LOC134681081"	1.98e-21	"sp|P07207|NOTCH_DROME"	"lcl|NC_086373.1_cds_XP_063396573.1_2974"	"P07207"
"LOC134683484"	2.66e-21	"sp|Q4R1I4|OPN4_BRABE"	"lcl|NC_086373.1_cds_XP_063398894.1_2978"	"Q4R1I4"
"LOC134709325"	5.68e-32	"sp|Q5XXP2|OPN4_PHOSU"	"lcl|NC_086373.1_cds_XP_063425565.1_2979"	"Q5XXP2"
"LOC134681091"	2.21e-86	"sp|P28827|PTPRM_HUMAN"	"lcl|NC_086373.1_cds_XP_063396585.1_2980"	"P28827"
"LOC134683584"	7.77e-23	"sp|E9QJQ6|MEG10_DANRE"	"lcl|NC_086373.1_cds_XP_063398995.1_2981"	"E9QJQ6"
"LOC134683781"	3.05e-84	"sp|Q99M80|PTPRT_MOUSE"	"lcl|NC_086373.1_cds_XP_063399193.1_2982"	"Q99M80"
