gene,baseMean,log2FoldChange,lfcSE,pvalue,padj,LOC_ID,transcript,database,uniprot_accession,geneID,species,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,reviewed,entryname,protein_name,gene_name,organism,prot_length,GO_ID,GO_BP,GO_MF,GO_CC,Genename_orderedlocus,Induction,Pathwaycommons,Reactome,Unipathway,Interacts_with
gene-LOC134711713|LOC134711713,144.985451433718,-0.630050364419017,0.233332800327698,0.00027796577085990003,0.0176575731916148,LOC134711713,lcl|NC_086375.1_cds_XP_063428595.1_13439,sp,Q96RW7,HMCN1,HUMAN,25.209,2868,1692,136,5800,13926,665,3238,1.31e-102,377,reviewed,HMCN1_HUMAN,Hemicentin-1 (Fibulin-6) (FIBL-6),HMCN1 FIBL6,Homo sapiens (Human),5635,GO:0005201; GO:0005509; GO:0005604; GO:0005737; GO:0005912; GO:0005927; GO:0005938; GO:0007156; GO:0007157; GO:0007601; GO:0009617; GO:0030036; GO:0032154; GO:0051301; GO:0062023; GO:0070062; GO:0071711,actin cytoskeleton organization [GO:0030036]; basement membrane organization [GO:0071711]; cell division [GO:0051301]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; response to bacterium [GO:0009617]; visual perception [GO:0007601],calcium ion binding [GO:0005509]; extracellular matrix structural constituent [GO:0005201],adherens junction [GO:0005912]; basement membrane [GO:0005604]; cell cortex [GO:0005938]; cleavage furrow [GO:0032154]; collagen-containing extracellular matrix [GO:0062023]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; muscle tendon junction [GO:0005927],,INDUCTION: Induced by high glucose levels and transforming growth factor beta (at protein level). {ECO:0000269|PubMed:29488390}.,Q96RW7;,,,P0C7Q2
gene-LOC134711713|LOC134711713,144.985451433718,-0.630050364419017,0.233332800327698,0.00027796577085990003,0.0176575731916148,LOC134711713,lcl|NC_086375.1_cds_XP_063428595.1_13439,sp,Q96RW7,HMCN1,HUMAN,23.543,3105,1971,136,4918,13905,1706,4516,3.6e-98,362,reviewed,HMCN1_HUMAN,Hemicentin-1 (Fibulin-6) (FIBL-6),HMCN1 FIBL6,Homo sapiens (Human),5635,GO:0005201; GO:0005509; GO:0005604; GO:0005737; GO:0005912; GO:0005927; GO:0005938; GO:0007156; GO:0007157; GO:0007601; GO:0009617; GO:0030036; GO:0032154; GO:0051301; GO:0062023; GO:0070062; GO:0071711,actin cytoskeleton organization [GO:0030036]; basement membrane organization [GO:0071711]; cell division [GO:0051301]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; response to bacterium [GO:0009617]; visual perception [GO:0007601],calcium ion binding [GO:0005509]; extracellular matrix structural constituent [GO:0005201],adherens junction [GO:0005912]; basement membrane [GO:0005604]; cell cortex [GO:0005938]; cleavage furrow [GO:0032154]; collagen-containing extracellular matrix [GO:0062023]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; muscle tendon junction [GO:0005927],,INDUCTION: Induced by high glucose levels and transforming growth factor beta (at protein level). {ECO:0000269|PubMed:29488390}.,Q96RW7;,,,P0C7Q2
gene-LOC134711713|LOC134711713,144.985451433718,-0.630050364419017,0.233332800327698,0.00027796577085990003,0.0176575731916148,LOC134711713,lcl|NC_086375.1_cds_XP_063428595.1_13439,sp,Q96RW7,HMCN1,HUMAN,25.473,2430,1457,112,6973,13929,473,2659,3.82e-96,355,reviewed,HMCN1_HUMAN,Hemicentin-1 (Fibulin-6) (FIBL-6),HMCN1 FIBL6,Homo sapiens (Human),5635,GO:0005201; GO:0005509; GO:0005604; GO:0005737; GO:0005912; GO:0005927; GO:0005938; GO:0007156; GO:0007157; GO:0007601; GO:0009617; GO:0030036; GO:0032154; GO:0051301; GO:0062023; GO:0070062; GO:0071711,actin cytoskeleton organization [GO:0030036]; basement membrane organization [GO:0071711]; cell division [GO:0051301]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; response to bacterium [GO:0009617]; visual perception [GO:0007601],calcium ion binding [GO:0005509]; extracellular matrix structural constituent [GO:0005201],adherens junction [GO:0005912]; basement membrane [GO:0005604]; cell cortex [GO:0005938]; cleavage furrow [GO:0032154]; collagen-containing extracellular matrix [GO:0062023]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; muscle tendon junction [GO:0005927],,INDUCTION: Induced by high glucose levels and transforming growth factor beta (at protein level). {ECO:0000269|PubMed:29488390}.,Q96RW7;,,,P0C7Q2
gene-LOC134711713|LOC134711713,144.985451433718,-0.630050364419017,0.233332800327698,0.00027796577085990003,0.0176575731916148,LOC134711713,lcl|NC_086375.1_cds_XP_063428595.1_13439,sp,Q96RW7,HMCN1,HUMAN,24.048,2574,1546,121,6622,13917,553,2859,2.19e-91,340,reviewed,HMCN1_HUMAN,Hemicentin-1 (Fibulin-6) (FIBL-6),HMCN1 FIBL6,Homo sapiens (Human),5635,GO:0005201; GO:0005509; GO:0005604; GO:0005737; GO:0005912; GO:0005927; GO:0005938; GO:0007156; GO:0007157; GO:0007601; GO:0009617; GO:0030036; GO:0032154; GO:0051301; GO:0062023; GO:0070062; GO:0071711,actin cytoskeleton organization [GO:0030036]; basement membrane organization [GO:0071711]; cell division [GO:0051301]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; response to bacterium [GO:0009617]; visual perception [GO:0007601],calcium ion binding [GO:0005509]; extracellular matrix structural constituent [GO:0005201],adherens junction [GO:0005912]; basement membrane [GO:0005604]; cell cortex [GO:0005938]; cleavage furrow [GO:0032154]; collagen-containing extracellular matrix [GO:0062023]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; muscle tendon junction [GO:0005927],,INDUCTION: Induced by high glucose levels and transforming growth factor beta (at protein level). {ECO:0000269|PubMed:29488390}.,Q96RW7;,,,P0C7Q2
gene-LOC134711713|LOC134711713,144.985451433718,-0.630050364419017,0.233332800327698,0.00027796577085990003,0.0176575731916148,LOC134711713,lcl|NC_086375.1_cds_XP_063428595.1_13439,sp,Q96RW7,HMCN1,HUMAN,23.795,2988,1838,136,5368,13908,449,3138,1.62e-84,317,reviewed,HMCN1_HUMAN,Hemicentin-1 (Fibulin-6) (FIBL-6),HMCN1 FIBL6,Homo sapiens (Human),5635,GO:0005201; GO:0005509; GO:0005604; GO:0005737; GO:0005912; GO:0005927; GO:0005938; GO:0007156; GO:0007157; GO:0007601; GO:0009617; GO:0030036; GO:0032154; GO:0051301; GO:0062023; GO:0070062; GO:0071711,actin cytoskeleton organization [GO:0030036]; basement membrane organization [GO:0071711]; cell division [GO:0051301]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; response to bacterium [GO:0009617]; visual perception [GO:0007601],calcium ion binding [GO:0005509]; extracellular matrix structural constituent [GO:0005201],adherens junction [GO:0005912]; basement membrane [GO:0005604]; cell cortex [GO:0005938]; cleavage furrow [GO:0032154]; collagen-containing extracellular matrix [GO:0062023]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; muscle tendon junction [GO:0005927],,INDUCTION: Induced by high glucose levels and transforming growth factor beta (at protein level). {ECO:0000269|PubMed:29488390}.,Q96RW7;,,,P0C7Q2
gene-LOC134711713|LOC134711713,144.985451433718,-0.630050364419017,0.233332800327698,0.00027796577085990003,0.0176575731916148,LOC134711713,lcl|NC_086375.1_cds_XP_063428595.1_13439,sp,Q96RW7,HMCN1,HUMAN,23.888,2834,1761,129,5800,13938,1789,4347,1.56e-82,310,reviewed,HMCN1_HUMAN,Hemicentin-1 (Fibulin-6) (FIBL-6),HMCN1 FIBL6,Homo sapiens (Human),5635,GO:0005201; GO:0005509; GO:0005604; GO:0005737; GO:0005912; GO:0005927; GO:0005938; GO:0007156; GO:0007157; GO:0007601; GO:0009617; GO:0030036; GO:0032154; GO:0051301; GO:0062023; GO:0070062; GO:0071711,actin cytoskeleton organization [GO:0030036]; basement membrane organization [GO:0071711]; cell division [GO:0051301]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; response to bacterium [GO:0009617]; visual perception [GO:0007601],calcium ion binding [GO:0005509]; extracellular matrix structural constituent [GO:0005201],adherens junction [GO:0005912]; basement membrane [GO:0005604]; cell cortex [GO:0005938]; cleavage furrow [GO:0032154]; collagen-containing extracellular matrix [GO:0062023]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; muscle tendon junction [GO:0005927],,INDUCTION: Induced by high glucose levels and transforming growth factor beta (at protein level). {ECO:0000269|PubMed:29488390}.,Q96RW7;,,,P0C7Q2
gene-LOC134711713|LOC134711713,144.985451433718,-0.630050364419017,0.233332800327698,0.00027796577085990003,0.0176575731916148,LOC134711713,lcl|NC_086375.1_cds_XP_063428595.1_13439,sp,Q96RW7,HMCN1,HUMAN,26.607,669,390,25,1477,3432,474,1058,4.63e-23,114,reviewed,HMCN1_HUMAN,Hemicentin-1 (Fibulin-6) (FIBL-6),HMCN1 FIBL6,Homo sapiens (Human),5635,GO:0005201; GO:0005509; GO:0005604; GO:0005737; GO:0005912; GO:0005927; GO:0005938; GO:0007156; GO:0007157; GO:0007601; GO:0009617; GO:0030036; GO:0032154; GO:0051301; GO:0062023; GO:0070062; GO:0071711,actin cytoskeleton organization [GO:0030036]; basement membrane organization [GO:0071711]; cell division [GO:0051301]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; response to bacterium [GO:0009617]; visual perception [GO:0007601],calcium ion binding [GO:0005509]; extracellular matrix structural constituent [GO:0005201],adherens junction [GO:0005912]; basement membrane [GO:0005604]; cell cortex [GO:0005938]; cleavage furrow [GO:0032154]; collagen-containing extracellular matrix [GO:0062023]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; muscle tendon junction [GO:0005927],,INDUCTION: Induced by high glucose levels and transforming growth factor beta (at protein level). {ECO:0000269|PubMed:29488390}.,Q96RW7;,,,P0C7Q2
gene-LOC134711713|LOC134711713,144.985451433718,-0.630050364419017,0.233332800327698,0.00027796577085990003,0.0176575731916148,LOC134711713,lcl|NC_086375.1_cds_XP_063428581.1_13447,sp,A2ASS6,TITIN,MOUSE,23.789,3552,2300,142,4870,15198,6179,9432,2.82e-107,393,reviewed,TITIN_MOUSE,Titin (EC 2.7.11.1) (Connectin),Ttn,Mus musculus (Mouse),35213,GO:0001701; GO:0001756; GO:0003007; GO:0004674; GO:0004713; GO:0005200; GO:0005516; GO:0005524; GO:0005634; GO:0005859; GO:0006936; GO:0007507; GO:0007512; GO:0008307; GO:0021591; GO:0030017; GO:0030018; GO:0030506; GO:0031430; GO:0031672; GO:0031674; GO:0035995; GO:0043056; GO:0045214; GO:0046872; GO:0048738; GO:0055002; GO:0055003; GO:0055008; GO:0060419; GO:0106310; GO:1901897,adult heart development [GO:0007512]; cardiac muscle tissue development [GO:0048738]; cardiac muscle tissue morphogenesis [GO:0055008]; cardiac myofibril assembly [GO:0055003]; detection of muscle stretch [GO:0035995]; forward locomotion [GO:0043056]; heart development [GO:0007507]; heart growth [GO:0060419]; heart morphogenesis [GO:0003007]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; regulation of relaxation of cardiac muscle [GO:1901897]; sarcomere organization [GO:0045214]; somitogenesis [GO:0001756]; striated muscle cell development [GO:0055002]; ventricular system development [GO:0021591],ankyrin binding [GO:0030506]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; metal ion binding [GO:0046872]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein tyrosine kinase activity [GO:0004713]; structural constituent of cytoskeleton [GO:0005200]; structural constituent of muscle [GO:0008307],A band [GO:0031672]; I band [GO:0031674]; M band [GO:0031430]; muscle myosin complex [GO:0005859]; nucleus [GO:0005634]; sarcomere [GO:0030017]; Z disc [GO:0030018],,,,,,Q70IV5
gene-LOC134711713|LOC134711713,144.985451433718,-0.630050364419017,0.233332800327698,0.00027796577085990003,0.0176575731916148,LOC134711713,lcl|NC_086375.1_cds_XP_063428581.1_13447,sp,A2ASS6,TITIN,MOUSE,23.807,3604,2375,143,4879,15429,5900,9219,1.26e-98,364,reviewed,TITIN_MOUSE,Titin (EC 2.7.11.1) (Connectin),Ttn,Mus musculus (Mouse),35213,GO:0001701; GO:0001756; GO:0003007; GO:0004674; GO:0004713; GO:0005200; GO:0005516; GO:0005524; GO:0005634; GO:0005859; GO:0006936; GO:0007507; GO:0007512; GO:0008307; GO:0021591; GO:0030017; GO:0030018; GO:0030506; GO:0031430; GO:0031672; GO:0031674; GO:0035995; GO:0043056; GO:0045214; GO:0046872; GO:0048738; GO:0055002; GO:0055003; GO:0055008; GO:0060419; GO:0106310; GO:1901897,adult heart development [GO:0007512]; cardiac muscle tissue development [GO:0048738]; cardiac muscle tissue morphogenesis [GO:0055008]; cardiac myofibril assembly [GO:0055003]; detection of muscle stretch [GO:0035995]; forward locomotion [GO:0043056]; heart development [GO:0007507]; heart growth [GO:0060419]; heart morphogenesis [GO:0003007]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; regulation of relaxation of cardiac muscle [GO:1901897]; sarcomere organization [GO:0045214]; somitogenesis [GO:0001756]; striated muscle cell development [GO:0055002]; ventricular system development [GO:0021591],ankyrin binding [GO:0030506]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; metal ion binding [GO:0046872]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein tyrosine kinase activity [GO:0004713]; structural constituent of cytoskeleton [GO:0005200]; structural constituent of muscle [GO:0008307],A band [GO:0031672]; I band [GO:0031674]; M band [GO:0031430]; muscle myosin complex [GO:0005859]; nucleus [GO:0005634]; sarcomere [GO:0030017]; Z disc [GO:0030018],,,,,,Q70IV5
gene-LOC134711713|LOC134711713,144.985451433718,-0.630050364419017,0.233332800327698,0.00027796577085990003,0.0176575731916148,LOC134711713,lcl|NC_086375.1_cds_XP_063428581.1_13447,sp,A2ASS6,TITIN,MOUSE,23.434,3465,2278,137,5032,15168,6138,9313,9.7e-92,342,reviewed,TITIN_MOUSE,Titin (EC 2.7.11.1) (Connectin),Ttn,Mus musculus (Mouse),35213,GO:0001701; GO:0001756; GO:0003007; GO:0004674; GO:0004713; GO:0005200; GO:0005516; GO:0005524; GO:0005634; GO:0005859; GO:0006936; GO:0007507; GO:0007512; GO:0008307; GO:0021591; GO:0030017; GO:0030018; GO:0030506; GO:0031430; GO:0031672; GO:0031674; GO:0035995; GO:0043056; GO:0045214; GO:0046872; GO:0048738; GO:0055002; GO:0055003; GO:0055008; GO:0060419; GO:0106310; GO:1901897,adult heart development [GO:0007512]; cardiac muscle tissue development [GO:0048738]; cardiac muscle tissue morphogenesis [GO:0055008]; cardiac myofibril assembly [GO:0055003]; detection of muscle stretch [GO:0035995]; forward locomotion [GO:0043056]; heart development [GO:0007507]; heart growth [GO:0060419]; heart morphogenesis [GO:0003007]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; regulation of relaxation of cardiac muscle [GO:1901897]; sarcomere organization [GO:0045214]; somitogenesis [GO:0001756]; striated muscle cell development [GO:0055002]; ventricular system development [GO:0021591],ankyrin binding [GO:0030506]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; metal ion binding [GO:0046872]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein tyrosine kinase activity [GO:0004713]; structural constituent of cytoskeleton [GO:0005200]; structural constituent of muscle [GO:0008307],A band [GO:0031672]; I band [GO:0031674]; M band [GO:0031430]; muscle myosin complex [GO:0005859]; nucleus [GO:0005634]; sarcomere [GO:0030017]; Z disc [GO:0030018],,,,,,Q70IV5
gene-LOC134711713|LOC134711713,144.985451433718,-0.630050364419017,0.233332800327698,0.00027796577085990003,0.0176575731916148,LOC134711713,lcl|NC_086375.1_cds_XP_063428581.1_13447,sp,A2ASS6,TITIN,MOUSE,23.713,3517,2273,146,5209,15432,5908,9123,2.74e-86,323,reviewed,TITIN_MOUSE,Titin (EC 2.7.11.1) (Connectin),Ttn,Mus musculus (Mouse),35213,GO:0001701; GO:0001756; GO:0003007; GO:0004674; GO:0004713; GO:0005200; GO:0005516; GO:0005524; GO:0005634; GO:0005859; GO:0006936; GO:0007507; GO:0007512; GO:0008307; GO:0021591; GO:0030017; GO:0030018; GO:0030506; GO:0031430; GO:0031672; GO:0031674; GO:0035995; GO:0043056; GO:0045214; GO:0046872; GO:0048738; GO:0055002; GO:0055003; GO:0055008; GO:0060419; GO:0106310; GO:1901897,adult heart development [GO:0007512]; cardiac muscle tissue development [GO:0048738]; cardiac muscle tissue morphogenesis [GO:0055008]; cardiac myofibril assembly [GO:0055003]; detection of muscle stretch [GO:0035995]; forward locomotion [GO:0043056]; heart development [GO:0007507]; heart growth [GO:0060419]; heart morphogenesis [GO:0003007]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; regulation of relaxation of cardiac muscle [GO:1901897]; sarcomere organization [GO:0045214]; somitogenesis [GO:0001756]; striated muscle cell development [GO:0055002]; ventricular system development [GO:0021591],ankyrin binding [GO:0030506]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; metal ion binding [GO:0046872]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein tyrosine kinase activity [GO:0004713]; structural constituent of cytoskeleton [GO:0005200]; structural constituent of muscle [GO:0008307],A band [GO:0031672]; I band [GO:0031674]; M band [GO:0031430]; muscle myosin complex [GO:0005859]; nucleus [GO:0005634]; sarcomere [GO:0030017]; Z disc [GO:0030018],,,,,,Q70IV5
gene-LOC134711713|LOC134711713,144.985451433718,-0.630050364419017,0.233332800327698,0.00027796577085990003,0.0176575731916148,LOC134711713,lcl|NC_086375.1_cds_XP_063428581.1_13447,sp,A2ASS6,TITIN,MOUSE,23.765,3623,2381,145,4834,15438,5042,8371,2.06e-83,314,reviewed,TITIN_MOUSE,Titin (EC 2.7.11.1) (Connectin),Ttn,Mus musculus (Mouse),35213,GO:0001701; GO:0001756; GO:0003007; GO:0004674; GO:0004713; GO:0005200; GO:0005516; GO:0005524; GO:0005634; GO:0005859; GO:0006936; GO:0007507; GO:0007512; GO:0008307; GO:0021591; GO:0030017; GO:0030018; GO:0030506; GO:0031430; GO:0031672; GO:0031674; GO:0035995; GO:0043056; GO:0045214; GO:0046872; GO:0048738; GO:0055002; GO:0055003; GO:0055008; GO:0060419; GO:0106310; GO:1901897,adult heart development [GO:0007512]; cardiac muscle tissue development [GO:0048738]; cardiac muscle tissue morphogenesis [GO:0055008]; cardiac myofibril assembly [GO:0055003]; detection of muscle stretch [GO:0035995]; forward locomotion [GO:0043056]; heart development [GO:0007507]; heart growth [GO:0060419]; heart morphogenesis [GO:0003007]; in utero embryonic development [GO:0001701]; muscle contraction [GO:0006936]; regulation of relaxation of cardiac muscle [GO:1901897]; sarcomere organization [GO:0045214]; somitogenesis [GO:0001756]; striated muscle cell development [GO:0055002]; ventricular system development [GO:0021591],ankyrin binding [GO:0030506]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; metal ion binding [GO:0046872]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein tyrosine kinase activity [GO:0004713]; structural constituent of cytoskeleton [GO:0005200]; structural constituent of muscle [GO:0008307],A band [GO:0031672]; I band [GO:0031674]; M band [GO:0031430]; muscle myosin complex [GO:0005859]; nucleus [GO:0005634]; sarcomere [GO:0030017]; Z disc [GO:0030018],,,,,,Q70IV5
